,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country,author_id,citation,google_scholar_link
1559,Zhiheng Xi,The rise and potential of large language model based agents: A survey,Secrets of rlhf in large language models part i: Ppo,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,zSVLkqAAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=zSVLkqAAAAAJ&hl=en
1560,Hongxin Zhang,Building cooperative embodied agents modularly with large language models,The rise and potential of large language model based agents: A survey,"University of Massachusetts, Amherst",42.3868955,-72.5299842,Hampshire County,,Massachusetts,United States,WM-qkBgAAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=WM-qkBgAAAAJ&hl=en
1561,Pranay Lendave,A comprehensive study on LLM agent challenges,Characterizing the impacts of instances on robustness,KJ Somaiya College of Engineering,51.1299406,-1.7094617,Wiltshire,,England,United Kingdom,UbKudiMAAAAJ,"Findings of the Association for Computational Linguistics: ACL 2023, 2314-2332, 2023",https://scholar.google.com/citations?user=UbKudiMAAAAJ&hl=en
1562,Lu Cheng,Large vision-language model alignment and misalignment: A survey through the lens of explainability,Unraveling cross-modality knowledge conflicts in large vision-language models,UIC CS,51.6090791,-3.9831441,Swansea,Swansea,Wales,United Kingdom,9rpkTSkAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=9rpkTSkAAAAJ&hl=en
1563,Tianhao Shen,Large language model alignment: A survey,Secrets of rlhf in large language models part i: Ppo,Tianjin University,39.1072533,117.1778978,,Heping District,Tianjin,China,0iT8lqoAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=0iT8lqoAAAAJ&hl=en
1564,Jiawei Li（李家伟）,"Mindllm: Pre-training lightweight large language model from scratch, evaluations and domain applications",Secrets of rlhf in large language models part i: Ppo,Beijing Institute of Technology,39.9578214,116.3098237,,Haidian District,Beijing,China,f3cMZnsAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=f3cMZnsAAAAJ&hl=en
1565,Yong Yang,"Navigating the risks: A survey of security, privacy, and ethics threats in llm-based agents",Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,Zhejiang University,30.521595,120.7195312,,Haining,Zhejiang,China,qD0r3QkAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=qD0r3QkAAAAJ&hl=en
1566,Yuan Zhou,On path to multimodal generalist: General-level and general-bench,Muirbench: A comprehensive benchmark for robust multi-image understanding,Nanyang Technological University,1.3484104,103.6829332,,Singapore,,Singapore,wLgoQdcAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=wLgoQdcAAAAJ&hl=en
1567,Tianyu Pang,Benchmarking large multimodal models against common corruptions,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Sea AI Lab,40.0906292,-88.176418,Champaign County,Urbana,Illinois,United States,wYDbtFsAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=wYDbtFsAAAAJ&hl=en
1568,Peiran Li,Re-Align: Aligning Vision Language Models via Retrieval-Augmented Direct Preference Optimization,Unraveling cross-modality knowledge conflicts in large vision-language models,Texas A&M University; University of Wisconsin-Madison,40.025228,116.2745405,,Haidian District,Beijing,China,AbleBdQAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=AbleBdQAAAAJ&hl=en
1569,Xiaobao Wu,A survey of recent backdoor attacks and defenses in large language models,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,"Research Scientist, Nanyang Technological University",37.3555833,-121.931328,Santa Clara County,San Jose,California,United States,Y1oag4sAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=Y1oag4sAAAAJ&hl=en
1570,Jiahao WU,"A comprehensive survey in llm (-agent) full stack safety: Data, training and deployment",Securing Multi-turn Conversational Language Models From Distributed Backdoor Attacks,The Hong Kong Polytechnic University&SUSTech,37.4516316,-122.1784911,San Mateo County,,California,United States,GuQ10J4AAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 12833 …, 2024",https://scholar.google.com/citations?user=GuQ10J4AAAAJ&hl=en
1571,Muhao Chen,Instructions as backdoors: Backdoor vulnerabilities of instruction tuning for large language models,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,"Assistant Professor of Computer Science, University of California, Davis",12.9822892,77.5962827,Bangalore North,Bengaluru,Karnataka,India,k79yEZkAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=k79yEZkAAAAJ&hl=en
1572,Yuqi Zhu,Llms for knowledge graph construction and reasoning: Recent capabilities and future opportunities,The rise and potential of large language model based agents: A survey,Zhejiang University,30.521595,120.7195312,,Haining,Zhejiang,China,2DIYcgMAAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=2DIYcgMAAAAJ&hl=en
1573,Shukang Yin,Mme-survey: A comprehensive survey on evaluation of multimodal llms,Muirbench: A comprehensive benchmark for robust multi-image understanding,Technology of China,31.8403891,117.2501941,,Shushan District,Anhui,China,cZmqj_0AAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=cZmqj_0AAAAJ&hl=en
1574,Dongqi Fu,"UniMate: A Unified Model for Mechanical Metamaterial Generation, Property Prediction, and Condition Confirmation",MetaScientist: A Human-AI Synergistic Framework for Automated Mechanical Metamaterial Design,Meta AI,43.4645022,-116.269285,Ada County,,Idaho,United States,WByXZAcAAAAJ,"arXiv preprint arXiv:2412.16270, 2024",https://scholar.google.com/citations?user=WByXZAcAAAAJ&hl=en
1575,Robert Kirk,Reward model ensembles help mitigate overoptimization,Secrets of rlhf in large language models part i: Ppo,"Research Scientist, UK AI Safety Institute",1.3484104,103.6829332,,Singapore,,Singapore,PL5KWdYAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=PL5KWdYAAAAJ&hl=en
1576,Xianjun Yang,Navigating the overkill in large language models,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Meta GenAI,41.8755616,-87.6244212,Cook County,Chicago,Illinois,United States,Tunh15sAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=Tunh15sAAAAJ&hl=en
1577,Jiaxuan Gao,Is dpo superior to ppo for llm alignment? a comprehensive study,Secrets of rlhf in large language models part i: Ppo,Tsinghua University,40.0022905,116.320963,,Haidian District,Beijing,China,UHSwL-wAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=UHSwL-wAAAAJ&hl=en
1578,Yuxuan Qiao,Vlmevalkit: An open-source toolkit for evaluating large multi-modality models,Muirbench: A comprehensive benchmark for robust multi-image understanding,nanjing university,32.0565957,118.7740883,,Gulou District,Jiangsu,China,0JKQLFwAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=0JKQLFwAAAAJ&hl=en
1579,Joanna Bitton,Augly: Data augmentations for robustness,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Meta AI,43.4645022,-116.269285,Ada County,,Idaho,United States,AyKgLuQAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=AyKgLuQAAAAJ&hl=en
1580,Venkataramana Runkana,"AutoChemSchematic AI: A Closed-Loop, Physics-Aware Agentic Framework for Auto-Generating Chemical Process and Instrumentation Diagrams",Metascale: Test-time scaling with evolving meta-thoughts,Tata Consultancy Services,22.5713425,88.4369362,Bidhannagar,Bidhannagar,West Bengal,India,qjJcl3kAAAAJ,"arXiv preprint arXiv:2503.13447, 2025",https://scholar.google.com/citations?user=qjJcl3kAAAAJ&hl=en
1581,Junjie Zhang,Recommendation as instruction following: A large language model empowered recommendation approach,The rise and potential of large language model based agents: A survey,Renmin University of China,39.9695397,116.3071291,,Haidian District,Beijing,China,T6s-QEkAAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=T6s-QEkAAAAJ&hl=en
1582,Kai Shu,Combating misinformation in the age of llms: Opportunities and challenges,The rise and potential of large language model based agents: A survey,Emory University,33.8004546,-84.3172378,DeKalb County,,Georgia,United States,-6bAV2cAAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=-6bAV2cAAAAJ&hl=en
1583,Zhe Chen,Enhancing the reasoning ability of multimodal large language models via mixed preference optimization,Secrets of rlhf in large language models part i: Ppo,"PhD candidate, Nanjing University",36.2502135,6.1652163,Chelghoum Laid District,Aïn Mellouk,Mila,Algeria,j1rq_lYAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=j1rq_lYAAAAJ&hl=en
1584,Wenke Huang (黄文柯),Be confident: Uncovering overfitting in mllm multi-task tuning,Unraveling cross-modality knowledge conflicts in large vision-language models,"School of Computer Science, Wuhan University",-20.2790262,57.4902447,,,Plaines Wilhems,Mauritius,aFoCI3MAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=aFoCI3MAAAAJ&hl=en
1585,Cuong Dang,A Curious Case of Searching for the Correlation between Training Data and Adversarial Robustness of Transformer Textual Models,Characterizing the impacts of instances on robustness,AI Research Resident,22.5895016,113.9657105,,Nanshan District,Guangdong Province,China,BpXv43gAAAAJ,"Findings of the Association for Computational Linguistics: ACL 2023, 2314-2332, 2023",https://scholar.google.com/citations?user=BpXv43gAAAAJ&hl=en
1586,Xuankun Rong,"A survey of safety on large vision-language models: Attacks, defenses and evaluations",Unraveling and mitigating safety alignment degradation of vision-language models,WHU,30.5373581,114.361517,,Hongshan District,Hubei,China,5hrRYs4AAAAJ,"arXiv preprint arXiv:2410.09047, 2024",https://scholar.google.com/citations?user=5hrRYs4AAAAJ&hl=en
1587,Jiashu Xu 徐家澍,Mitigating backdoor threats to large language models: Advancement and challenges,Securing Multi-turn Conversational Language Models From Distributed Backdoor Attacks,Harvard University,42.3657432,-71.1222139,Suffolk County,Boston,Massachusetts,United States,0uYehJsAAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 12833 …, 2024",https://scholar.google.com/citations?user=0uYehJsAAAAJ&hl=en
1588,Jose L. Martinez-Rodriguez,Exploiting lexical patterns for knowledge graph construction from unstructured text in Spanish,Learning to generate representations for novel words: Mimic the OOV situation in training,Universidad Autónoma de Tamaulipas,22.2756763,-97.8619538,Tampico,Tampico,Tamaulipas,Mexico,gbbadLAAAAAJ,"Natural Language Processing and Chinese Computing: 9th CCF International …, 2020",https://scholar.google.com/citations?user=gbbadLAAAAAJ&hl=en
1589,Haojing Huang,Refine knowledge of large language models via adaptive contrastive learning,Llms assist nlp researchers: Critique paper (meta-) reviewing,Tsinghua University,40.0022905,116.320963,,Haidian District,Beijing,China,hSBvEVgAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=hSBvEVgAAAAJ&hl=en
1590,Lu Lin,Understanding and Rectifying Safety Perception Distortion in VLMs,Unraveling and mitigating safety alignment degradation of vision-language models,"Assistant Professor of Information Science and Technology, Penn State University",22.2871479,114.2118691,,Hong Kong Island,Hong Kong,China,8N04pBgAAAAJ,"arXiv preprint arXiv:2410.09047, 2024",https://scholar.google.com/citations?user=8N04pBgAAAAJ&hl=en
1591,Shiyao Li (李师尧),A survey on efficient inference for large language models,The rise and potential of large language model based agents: A survey,Tsinghua University,40.0022905,116.320963,,Haidian District,Beijing,China,JWaexW0AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=JWaexW0AAAAJ&hl=en
1592,Wenxuan Zhou,mdpo: Conditional preference optimization for multimodal large language models,Muirbench: A comprehensive benchmark for robust multi-image understanding,Google Deepmind,42.3571895,-83.0709436,Wayne County,Detroit,Michigan,United States,Td0j6cUAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=Td0j6cUAAAAJ&hl=en
1593,Huan Sun,Combating security and privacy issues in the era of large language models,From shortcuts to triggers: Backdoor defense with denoised poe,The Ohio State University,40.0056802,-83.0286612,Franklin County,Columbus,Ohio,United States,wIFkulcAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=wIFkulcAAAAJ&hl=en
1594,Renrui Zhang,Mmsearch: Benchmarking the potential of large models as multi-modal search engines,Muirbench: A comprehensive benchmark for robust multi-image understanding,MMLab CUHK & Peking University,48.2654975,11.6692249,Landkreis München,,Bavaria,Germany,YlL3xN4AAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=YlL3xN4AAAAJ&hl=en
1595,Rui Zheng,Secrets of rlhf in large language models part ii: Reward modeling,Secrets of rlhf in large language models part i: Ppo,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,7Z0V_SoAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=7Z0V_SoAAAAJ&hl=en
